A2M, 1.0
AARS2, 1.0
ABCA1, 0.21696748696192666
ABCA12, 1.0
ABCA4, 1.0
ABCB1, 1.0
ABCB4, 1.0
ABCB6, 0.6274686132312786
ABCC11, 0.4872474794655345
ABCC12, 1.0
ABCC2, 1.0
ABCC8, 1.0
ABCC9, 0.19010877770680507
ABCG2, 1.0
ABCG5, 0.46614583333260295
ABCG8, 1.0
ABO, 0.5463749555151618
AC002470.2, 0.46614583333260295
AC008629.1, 0.46614583333260295
AC009533.1, 1.0
AC010789.2, 0.21696748696192666
AC011530.1, 1.0
AC048338.1, 1.0
AC093512.2, 1.0
ACACB, 0.600859228462019
ACAD8, 1.0
ACADL, 0.1502617221750478
ACADSB, 1.0
ACADVL, 1.0
ACAT2, 1.0
ACBD6, 0.8053870788925013
ACSF3, 1.0
ACTG1, 1.0
ACTN4, 1.0
ACVR2B, 0.46614583333260295
ADAMTS10, 1.0
ADAMTS13, 1.0
ADAMTS18, 0.4347978953073591
ADAMTSL2, 0.600859228462019
ADAMTSL4, 0.7301732158205692
ADD1, 1.0
ADH1A, 0.46614583333260295
ADH1C, 0.39415547748410584
AGBL1, 0.6274686132312786
AGGF1, 1.0
AGL, 1.0
AGPS, 0.34363517569417695
AGRN, 0.46614583333260295
AGXT2, 0.3402179073497946
AHCY, 1.0
AIPL1, 1.0
AIRE, 0.6274686132312786
AKAP9, 1.0
AL358113.1, 1.0
AL450384.2, 0.46614583333260295
ALB, 1.0
ALDH7A1, 1.0
ALG11, 0.46614583333260295
ALG12, 0.501643307256825
ALG6, 0.46614583333260295
ALK, 0.00688144426341122
ALMS1, 1.0
ALOX12B, 1.0
ALOXE3, 0.6905903326314473
AMH, 0.46614583333260295
AMPD1, 0.501643307256825
ANG, 1.0
ANGPTL4, 0.06455109045077198
ANKH, 0.46614583333260295
ANKRD26, 0.34363517569417695
ANLN, 0.46614583333260295
ANO10, 0.6155979527201694
ANO3, 1.0
ANO5, 1.0
ANO6, 0.21696748696192666
ANTXR2, 0.7272528155467505
AP1S1, 1.0
AP4E1, 1.0
AP4S1, 0.46614583333260295
AP5Z1, 0.46614583333260295
APC, 0.46614583333260295
APOA4, 1.0
APOB, 0.501643307256825
APOC3, 0.22337636676315098
APOL2, 0.46614583333260295
APTX, 0.600859228462019
ARMC4, 1.0
ASAH1, 1.0
ASB10, 1.0
ASCC1, 1.0
ASIP, 1.0
ASPA, 1.0
ASPM, 0.21696748696192666
ASS1, 0.46614583333260295
ASXL1, 0.45903070693071346
ATG9B, 1.0
ATIC, 0.46614583333260295
ATM, 0.34363517569417695
ATN1, 1.0
ATP13A2, 1.0
ATP1A2, 0.46614583333260295
ATP2A1, 1.0
ATP2C1, 1.0
ATP5F1A, 0.46614583333260295
ATP6V0A4, 0.46614583333260295
ATP7B, 1.0
ATP8A2, 1.0
ATR, 0.46614583333260295
ATXN1, 1.0
ATXN10, 0.46614583333260295
ATXN7, 0.46614583333260295
AURKA, 1.0
AUTS2, 0.46614583333260295
B3GALNT2, 1.0
B4GALNT1, 0.46614583333260295
BANK1, 1.0
BARD1, 1.0
BBS12, 1.0
BBS4, 0.46614583333260295
BBS7, 0.6905903326314473
BBS9, 1.0
BCAT2, 1.0
BCHE, 0.501643307256825
BCKDHB, 0.46614583333260295
BCL10, 1.0
BCS1L, 1.0
BDNF, 1.0
BEAN1, 0.46614583333260295
BFSP1, 1.0
BIN1, 0.46614583333260295
BIVM-ERCC5, 1.0
BLK, 1.0
BLOC1S3, 0.46614583333260295
BLOC1S6, 0.7579742995878862
BMPR1A, 1.0
BRAT1, 1.0
BRCA1, 1.0
BRCA2, 0.41079455377451546
BRIP1, 1.0
BTD, 1.0
C12orf65, 1.0
C19orf12, 1.0
C1R, 0.1151522489424677
C2CD3, 0.46614583333260295
C3, 1.0
C5, 0.46614583333260295
C6, 0.1151522489424677
C7, 1.0
C8A, 0.501643307256825
C8B, 0.12536624939229601
C9, 0.18616760858080658
C9orf72, 1.0
CA12, 1.0
CABP2, 0.600859228462019
CABP4, 1.0
CACNA1A, 1.0
CACNA1B, 1.0
CACNA1D, 1.0
CACNA1H, 1.0
CACNA2D4, 0.501643307256825
CACNB2, 1.0
CANT1, 1.0
CAPN3, 0.6274686132312786
CAPN5, 0.46614583333260295
CARD14, 1.0
CARD9, 1.0
CARS2, 0.6684275615138158
CASP8, 0.37686573586739563
CASQ2, 1.0
CAT, 1.0
CATSPER1, 1.0
CATSPER2, 0.46614583333260295
CAVIN4, 0.46614583333260295
CC2D1A, 1.0
CC2D2A, 0.21696748696192666
CCDC103, 1.0
CCDC114, 0.46614583333260295
CCDC151, 0.46614583333260295
CCDC39, 0.6814714130944303
CCDC40, 1.0
CCDC78, 1.0
CCDC8, 1.0
CCDC88C, 0.46614583333260295
CCNO, 0.46614583333260295
CCR5, 1.0
CD36, 0.859845936317782
CD3E, 1.0
CD3G, 0.4872474794655345
CD96, 1.0
